Region ID,Min Longitude,Min Latitude,Max Longitude,Max Latitude,Center Longitude,Center Latitude
0,114.45109424787951,30.269591,114.46151205319946,30.278574111749908,114.45630315053948,30.274082555874955
1,114.46151205319946,30.269591,114.4719298585194,30.278574111749908,114.46672095585943,30.274082555874955
2,114.48234766383935,30.269591,114.4927654691593,30.278574111749908,114.48755656649932,30.274082555874955
3,114.50318327447924,30.269591,114.51360107979919,30.278574111749908,114.50839217713921,30.274082555874955
4,114.51360107979919,30.269591,114.52401888511913,30.278574111749908,114.51880998245916,30.274082555874955
5,114.52401888511913,30.269591,114.53443669043908,30.278574111749908,114.5292277877791,30.274082555874955
6,114.45109424787951,30.278574111749908,114.46151205319946,30.287557223499817,114.45630315053948,30.283065667624864
7,114.46151205319946,30.278574111749908,114.4719298585194,30.287557223499817,114.46672095585943,30.283065667624864
8,114.4719298585194,30.278574111749908,114.48234766383935,30.287557223499817,114.47713876117938,30.283065667624864
9,114.48234766383935,30.278574111749908,114.4927654691593,30.287557223499817,114.48755656649932,30.283065667624864
10,114.4927654691593,30.278574111749908,114.50318327447924,30.287557223499817,114.49797437181927,30.283065667624864
11,114.50318327447924,30.278574111749908,114.51360107979919,30.287557223499817,114.50839217713921,30.283065667624864
12,114.51360107979919,30.278574111749908,114.52401888511913,30.287557223499817,114.51880998245916,30.283065667624864
13,114.52401888511913,30.278574111749908,114.53443669043908,30.287557223499817,114.5292277877791,30.283065667624864
14,114.53443669043908,30.278574111749908,114.54485449575903,30.287557223499817,114.53964559309905,30.283065667624864
15,114.44067644255956,30.287557223499817,114.45109424787951,30.296540335249727,114.44588534521954,30.292048779374774
16,114.45109424787951,30.287557223499817,114.46151205319946,30.296540335249727,114.45630315053948,30.292048779374774
17,114.46151205319946,30.287557223499817,114.4719298585194,30.296540335249727,114.46672095585943,30.292048779374774
18,114.4719298585194,30.287557223499817,114.48234766383935,30.296540335249727,114.47713876117938,30.292048779374774
19,114.48234766383935,30.287557223499817,114.4927654691593,30.296540335249727,114.48755656649932,30.292048779374774
20,114.4927654691593,30.287557223499817,114.50318327447924,30.296540335249727,114.49797437181927,30.292048779374774
21,114.50318327447924,30.287557223499817,114.51360107979919,30.296540335249727,114.50839217713921,30.292048779374774
22,114.51360107979919,30.287557223499817,114.52401888511913,30.296540335249727,114.51880998245916,30.292048779374774
23,114.52401888511913,30.287557223499817,114.53443669043908,30.296540335249727,114.5292277877791,30.292048779374774
24,114.53443669043908,30.287557223499817,114.54485449575903,30.296540335249727,114.53964559309905,30.292048779374774
25,114.54485449575903,30.287557223499817,114.55527230107897,30.296540335249727,114.550063398419,30.292048779374774
26,114.55527230107897,30.287557223499817,114.56569010639892,30.296540335249727,114.56048120373895,30.292048779374774
27,114.56569010639892,30.287557223499817,114.57610791171886,30.296540335249727,114.57089900905889,30.292048779374774
28,114.57610791171886,30.287557223499817,114.58652571703881,30.296540335249727,114.58131681437884,30.292048779374774
29,114.44067644255956,30.296540335249727,114.45109424787951,30.305523446999636,114.44588534521954,30.301031891124683
30,114.45109424787951,30.296540335249727,114.46151205319946,30.305523446999636,114.45630315053948,30.301031891124683
31,114.46151205319946,30.296540335249727,114.4719298585194,30.305523446999636,114.46672095585943,30.301031891124683
32,114.4719298585194,30.296540335249727,114.48234766383935,30.305523446999636,114.47713876117938,30.301031891124683
33,114.48234766383935,30.296540335249727,114.4927654691593,30.305523446999636,114.48755656649932,30.301031891124683
34,114.4927654691593,30.296540335249727,114.50318327447924,30.305523446999636,114.49797437181927,30.301031891124683
35,114.50318327447924,30.296540335249727,114.51360107979919,30.305523446999636,114.50839217713921,30.301031891124683
36,114.51360107979919,30.296540335249727,114.52401888511913,30.305523446999636,114.51880998245916,30.301031891124683
37,114.52401888511913,30.296540335249727,114.53443669043908,30.305523446999636,114.5292277877791,30.301031891124683
38,114.53443669043908,30.296540335249727,114.54485449575903,30.305523446999636,114.53964559309905,30.301031891124683
39,114.54485449575903,30.296540335249727,114.55527230107897,30.305523446999636,114.550063398419,30.301031891124683
40,114.55527230107897,30.296540335249727,114.56569010639892,30.305523446999636,114.56048120373895,30.301031891124683
41,114.56569010639892,30.296540335249727,114.57610791171886,30.305523446999636,114.57089900905889,30.301031891124683
42,114.57610791171886,30.296540335249727,114.58652571703881,30.305523446999636,114.58131681437884,30.301031891124683
43,114.58652571703881,30.296540335249727,114.59694352235876,30.305523446999636,114.59173461969878,30.301031891124683
44,114.59694352235876,30.296540335249727,114.6073613276787,30.305523446999636,114.60215242501873,30.301031891124683
